Latitud,Longitud,Ancho Izq,Ancho Der,1=es cabecera/0=no es cambecera ,Velocidad,Dosis S1,Dosis S2,Dosis S3,Dosis S4,Dosis S1 Target,Dosis S2 Target,Hora,Minutos,Segundos,Dosis S3 Target,Dosis S4 Target,Corrimiento Antena X,Corrimiento Antena Y,Corrimiento Antena V,Corrimiento Antena H,Rendimiento Instantaneo Forraje,Acumulador Rendimiento Forraje,Siembra->Semilla Metros/Parcela->Contador [1],Siembra->Semilla Metros/Parcela->Contador [2],Siembra->Semilla Metros/Parcela->Contador [3],Siembra->Semilla Metros/Parcela->Contador [4],Siembra->Semilla Metros/Parcela->Contador [5],Siembra->Semilla Metros/Parcela->Contador [6],Siembra->Semilla Metros/Parcela->Contador [7],Siembra->Semilla Metros/Parcela->Contador [8],Siembra->Semilla Metros/Parcela->Contador [9],Siembra->Semilla Metros/Parcela->Contador [10],Siembra->Semilla Metros/Parcela->Contador [11],Siembra->Semilla Metros/Parcela->Contador [12],Siembra->Semilla Metros/Parcela->Contador [13],Siembra->Semilla Metros/Parcela->Contador [14],Siembra->Semilla Metros/Parcela->Contador [15],Target Siembra,Promedio Siembra,Apertura Sensor Forraje Pulso,Factor Calibracion,
-35.1906401233,-59.9177239101,0.2445,0.2445,0,5.2,0,0,0,0,50,50,11,54,17,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1906593709,-59.9246993563,4.89,4.89,0,0,0,0,0,0,50,50,12,20,50,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-1,1,
-35.1906664391,-59.9246886452,0.2445,0.2445,0,2.6,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1906652561,-59.9246619241,0.2445,0.2445,0,3.2,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1906536384,-59.9245911278,0.2445,0.2445,0,2.8,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.190660028,-59.9245952741,0.2445,0.2445,0,3.4,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1906704077,-59.9246009043,0.2445,0.2445,0,3.7,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1906918543,-59.9246062757,0.2445,0.2445,0,4.8,0,0,0,0,0,0,12,23,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1908659501,-59.9246602791,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,24,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1909479384,-59.924700574,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,24,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1911191088,-59.9247746045,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,24,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1912977363,-59.9248206416,0.2445,0.2445,0,5.7,0,0,0,0,0,0,12,24,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1914772693,-59.9248678284,0.2445,0.2445,0,5.6,0,0,0,0,0,0,12,24,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1916490386,-59.924890441,0.2445,0.2445,0,5.6,0,0,0,0,0,0,12,25,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.191824503,-59.9248354435,0.2445,0.2445,0,5.6,0,0,0,0,0,0,12,25,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.19196914,-59.924754435,0.2445,0.2445,0,5.6,0,0,0,0,0,0,12,25,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1921196177,-59.9246265405,0.2445,0.2445,0,5.6,0,0,0,0,0,0,12,25,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1922571995,-59.924481406,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,25,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1924070648,-59.9243511076,0.2445,0.2445,0,6.6,0,0,0,0,0,0,12,26,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1925593633,-59.9242325018,0.2445,0.2445,0,6.6,0,0,0,0,0,0,12,26,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1927082837,-59.9241066798,0.2445,0.2445,0,6.6,0,0,0,0,0,0,12,26,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1928448917,-59.9239582324,0.2445,0.2445,0,6.7,0,0,0,0,0,0,12,26,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1929702424,-59.9237976019,0.2445,0.2445,0,6.6,0,0,0,0,0,0,12,26,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1930941771,-59.9236326779,0.2445,0.2445,0,6.7,0,0,0,0,0,0,12,27,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1932182455,-59.9234640616,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,27,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1933405513,-59.9232987889,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,27,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1934599463,-59.9231325671,0.2445,0.2445,0,6.8,0,0,0,0,0,0,12,27,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1935821279,-59.9229657395,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,27,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1937030848,-59.9228016893,0.2445,0.2445,0,6.7,0,0,0,0,0,0,12,27,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.19382685,-59.9226411001,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,28,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.193949665,-59.9224777996,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,28,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1940744029,-59.9223163318,0.2445,0.2445,0,6.9,0,0,0,0,0,0,12,28,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1941969758,-59.9221527466,0.2445,0.2445,0,6.8,0,0,0,0,0,0,12,28,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1943205158,-59.921990568,0.2445,0.2445,0,6.8,0,0,0,0,0,0,12,28,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1944104224,-59.9219180977,0.2445,0.2445,0,6.3,0,0,0,0,0,0,12,28,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1944381017,-59.9219344046,0.2445,0.2445,0,5.9,0,0,0,0,0,0,12,29,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1945653936,-59.9220260364,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,29,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1945975588,-59.9220020561,0.2445,0.2445,0,5.9,0,0,0,0,0,0,12,29,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1946151697,-59.9219668761,0.2445,0.2445,0,6,0,0,0,0,47,47,12,29,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1947089304,-59.9218458977,0.2445,0.2445,0,5.5,0,0,0,0,0,0,12,29,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1947650271,-59.9218359382,0.2445,0.2445,0,5.4,0,0,0,0,47,47,12,29,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1947945393,-59.9218419384,4.89,4.89,0,5.4,0,0,0,0,47,47,12,29,59,0,0,0,0,0,0,,,0,4.8,4.3,5.4,4.8,4.3,5.2,4.8,4.8,5,5.4,4.8,4.6,4.7,4.2,4,0,-1,1,
-35.1948204504,-59.9218553047,4.89,4.89,0,5.3,7.2,47,0,0,47,47,12,29,59,0,0,0,0,0,0,,,0,4.8,4.3,5.4,4.8,4.3,5.2,4.8,4.8,5,5.4,4.8,4.6,4.7,4.2,4,0.52,-1,1,
-35.1948673723,-59.9219027688,4.89,4.89,0,5.6,47,47,0,0,47,47,12,29,59,0,0,0,0,0,0,,,0,4.8,4.3,5.4,4.8,4.3,5.2,4.8,4.8,5,5.4,4.8,4.6,4.7,4.2,4,5,-1,1,
-35.1949480536,-59.9220986079,4.89,4.89,0,6,47,47,0,0,47,47,12,29,59,0,0,0,0,0,0,,,0,4.8,4.3,5.4,4.8,4.3,5.2,4.8,4.8,5,5.4,4.8,4.6,4.7,4.2,4,4.62,-1,1,
-35.1950578122,-59.9222764881,4.89,4.89,0,6,47,47,0,0,47,47,12,30,29,0,0,0,0,0,0,,,0,5.2,4.3,4.7,4.7,4.7,5.6,4.8,6.4,4.7,4.7,5.2,5.2,4.7,4.1,4,5,-1,1,
-35.19517245,-59.9224499025,4.89,4.89,0,6.1,47,47,0,0,47,47,12,30,29,0,0,0,0,0,0,,,0,5.2,4.3,4.7,4.7,4.7,5.6,4.8,6.4,4.7,4.7,5.2,5.2,4.7,4.1,4,5.07,-1,1,
-35.1952860829,-59.9226265138,4.89,4.89,0,6.1,47,47,0,0,47,47,12,30,29,0,0,0,0,0,0,,,0,5.2,4.3,4.7,4.7,4.7,5.6,4.8,6.4,4.7,4.7,5.2,5.2,4.7,4.1,4,5,-1,1,
-35.1953844465,-59.9228136642,4.89,4.89,0,6.2,47,47,0,0,47,47,12,30,59,0,0,0,0,0,0,,,0,5.2,4.8,5.4,4.8,5.1,4.9,5.2,7,5.2,5.2,4.8,5.8,5.8,5.3,4,4.94,-1,1,
-35.1954783765,-59.9230064341,4.89,4.89,0,6,47,47,0,0,47,47,12,30,59,0,0,0,0,0,0,,,0,5.2,4.8,5.4,4.8,5.1,4.9,5.2,7,5.2,5.2,4.8,5.8,5.8,5.3,4,5.4,-1,1,
-35.1955696669,-59.9231986493,4.89,4.89,0,6.1,47,47,0,0,47,47,12,31,29,0,0,0,0,0,0,,,0,4.6,5.1,5.2,4.7,4.6,4.6,5.2,4.6,5.2,5.2,4.6,4.6,4.6,4.6,4,5.04,-1,1,
-35.1956576573,-59.9233949231,4.89,4.89,0,6.2,47,47,0,0,47,47,12,31,29,0,0,0,0,0,0,,,0,4.6,5.1,5.2,4.7,4.6,4.6,5.2,4.6,5.2,5.2,4.6,4.6,4.6,4.6,4,4.93,-1,1,
-35.1957446399,-59.9235929763,4.89,4.89,0,6,47,47,0,0,47,47,12,31,29,0,0,0,0,0,0,,,0,4.6,5.1,5.8,4.7,4.6,5.2,5.2,4.7,5.3,4.9,5.1,4.1,4.7,6.3,4,4.95,-1,1,
-35.1958344049,-59.923789401,4.89,4.89,0,6.1,47,47,0,0,47,47,12,32,0,0,0,0,0,0,0,,,0,4.6,5.1,5.8,4.7,4.6,5.2,5.2,4.7,5.3,4.9,5.1,4.1,4.7,6.3,4,5.09,-1,1,
-35.1958966539,-59.9239327386,4.89,4.89,0,6.2,47,47,0,0,47,47,12,32,0,0,0,0,0,0,0,,,0,4.6,5.1,5.8,4.7,4.6,5.2,5.2,4.7,5.3,4.9,5.1,4.1,4.7,6.3,4,4.99,-1,1,
-35.1959439899,-59.9241489252,4.89,4.89,0,6,47,47,0,0,47,47,12,32,30,0,0,0,0,0,0,,,0,5.3,5.2,5.9,5.3,4.9,4.7,4.8,4.7,5.3,5.7,5,4.7,4.7,5.9,4,5.08,-1,1,
-35.1960212047,-59.9243519323,4.89,4.89,0,6.1,47,47,0,0,47,47,12,32,30,0,0,0,0,0,0,,,0,5.3,5.2,5.9,5.3,4.9,4.7,4.8,4.7,5.3,5.7,5,4.7,4.7,5.9,4,5.25,-1,1,
-35.1961266006,-59.9245329339,4.89,4.89,0,6.2,47,47,0,0,47,47,12,32,30,0,0,0,0,0,0,,,0,4.7,4.6,4.7,4.7,4.2,4.8,4.8,4.8,4.8,4.8,4.9,5.4,4.7,4.1,4,5.04,-1,1,
-35.1962444457,-59.9247020652,4.89,4.89,0,6.2,44,44,0,0,44,44,12,33,0,0,0,0,0,0,0,,,0,4.7,4.6,4.7,4.7,4.2,4.8,4.8,4.8,4.8,4.8,4.9,5.4,4.7,4.1,4,4.55,-1,1,
-35.1963518069,-59.9248482664,4.89,4.89,0,6.1,44,44,0,0,44,44,12,33,0,0,0,0,0,0,0,,,0,4.7,4.6,4.7,4.7,4.2,4.8,4.8,4.8,4.8,4.8,4.9,5.4,4.7,4.1,4,4.68,-1,1,
-35.1964846851,-59.9250034794,4.89,4.89,0,6.2,44,44,0,0,44,44,12,33,0,0,0,0,0,0,0,,,0,4.7,4.7,4.1,4.5,4.6,4.7,4.1,5.2,6.3,4.6,4.2,4.6,4.6,4.6,4,4.83,-1,1,
-35.1966269908,-59.9251389545,4.89,4.89,0,6.2,44,44,0,0,44,44,12,33,30,0,0,0,0,0,0,,,0,4.7,4.7,4.1,4.5,4.6,4.7,4.1,5.2,6.3,4.6,4.2,4.6,4.6,4.6,4,4.72,-1,1,
-35.1967720498,-59.9252701436,4.89,4.89,0,6.2,44,44,0,0,44,44,12,33,30,0,0,0,0,0,0,,,0,5.5,4.4,4.9,4.9,5.3,4.9,4.7,4.7,4.3,4.8,4.3,5,4.8,4.8,4,4.49,-1,1,
-35.1969184647,-59.9254048129,4.89,4.89,0,6,44,44,0,0,44,44,12,34,0,0,0,0,0,0,0,,,0,5.5,4.4,4.9,4.9,5.3,4.9,4.7,4.7,4.3,4.8,4.3,5,4.8,4.8,4,4.73,-1,1,
-35.1970654661,-59.9255396399,4.89,4.89,0,6,44,44,0,0,44,44,12,34,0,0,0,0,0,0,0,,,0,5.5,4.4,4.9,4.9,5.3,4.9,4.7,4.7,4.3,4.8,4.3,5,4.8,4.8,4,4.76,-1,1,
-35.1972106372,-59.9256731395,4.89,4.89,0,6.1,44,44,0,0,44,44,12,34,0,0,0,0,0,0,0,,,0,4.2,4.1,4.2,4.1,4.1,4.6,4.7,4.7,4.7,4.3,4.7,4.7,4.7,4.7,4,4.73,-1,1,
-35.1973532721,-59.9258095891,4.89,4.89,0,6.2,44,44,0,0,44,44,12,34,30,0,0,0,0,0,0,,,0,4.2,4.1,4.2,4.1,4.1,4.6,4.7,4.7,4.7,4.3,4.7,4.7,4.7,4.7,4,4.75,-1,1,
-35.1974913879,-59.9259507103,4.89,4.89,0,6.1,44,44,0,0,44,44,12,34,30,0,0,0,0,0,0,,,0,4.7,4.9,4.7,4.6,4.7,4.7,4.7,4.7,5.8,5.3,4.9,4.7,4.7,4.7,4,4.79,-1,1,
-35.19762479,-59.9261001867,4.89,4.89,0,6.3,44,44,0,0,44,44,12,35,0,0,0,0,0,0,0,,,0,4.7,4.9,4.7,4.6,4.7,4.7,4.7,4.7,5.8,5.3,4.9,4.7,4.7,4.7,4,4.61,-1,1,
-35.1977589201,-59.9262475406,4.89,4.89,0,6.1,43.6,44.7,0,0,38,38,12,35,0,0,0,0,0,0,0,,,0,4.7,4.9,4.7,4.6,4.7,4.7,4.7,4.7,5.8,5.3,4.9,4.7,4.7,4.7,4,4.86,-1,1,
-35.1978923174,-59.9263963682,4.89,4.89,0,6.1,38,38,0,0,38,38,12,35,0,0,0,0,0,0,0,,,0,3.6,3.5,5.3,3.8,4.1,4.1,4.2,4.1,3.6,4.3,3.7,3.5,4.1,4.1,4,4.37,-1,1,
-35.1980256747,-59.9265490012,4.89,4.89,0,6.1,38,38,0,0,38,38,12,35,31,0,0,0,0,0,0,,,0,3.6,3.5,5.3,3.8,4.1,4.1,4.2,4.1,3.6,4.3,3.7,3.5,4.1,4.1,4,4.24,-1,1,
-35.1980976949,-59.9266933941,4.89,4.89,0,6.1,38,38,0,0,38,38,12,35,31,0,0,0,0,0,0,,,0,5.8,4.8,4.1,4.6,4.2,3.6,4.7,3.6,4.1,4.1,4.5,4.1,4.1,3.6,4,4.05,-1,1,
-35.1981015154,-59.926916151,4.89,4.89,0,6,38,38,0,0,38,38,12,36,1,0,0,0,0,0,0,,,0,5.8,4.8,4.1,4.6,4.2,3.6,4.7,3.6,4.1,4.1,4.5,4.1,4.1,3.6,4,4.3,-1,1,
-35.1980620916,-59.9271353258,4.89,4.89,0,6.1,38,38,0,0,38,38,12,36,1,0,0,0,0,0,0,,,0,5.8,4.8,4.1,4.6,4.2,3.6,4.7,3.6,4.1,4.1,4.5,4.1,4.1,3.6,4,4.19,-1,1,
-35.1980204391,-59.9273544372,4.89,4.89,0,6.2,38,38,0,0,38,38,12,36,1,0,0,0,0,0,0,,,0,4.5,3.6,4.3,4.2,4.7,4.2,3.6,4.2,4.1,4.2,3.6,4.7,4.1,4.1,4,4.46,-1,1,
-35.1979768779,-59.9275675696,4.89,4.89,0,6.2,38,38,0,0,38,38,12,36,31,0,0,0,0,0,0,,,0,4.5,3.6,4.3,4.2,4.7,4.2,3.6,4.2,4.1,4.2,3.6,4.7,4.1,4.1,4,4.2,-1,1,
-35.1979344087,-59.9277825353,4.89,4.89,0,6.2,38,38,0,0,38,38,12,36,31,0,0,0,0,0,0,,,0,4.7,4,4.1,4.1,4.1,3.7,4,3.6,4,4.7,3.7,4.1,4.1,3.6,4,4.15,-1,1,
-35.1978998729,-59.928001691,4.89,4.89,0,6,38,38,0,0,38,38,12,37,1,0,0,0,0,0,0,,,0,4.7,4,4.1,4.1,4.1,3.7,4,3.6,4,4.7,3.7,4.1,4.1,3.6,4,4.3,-1,1,
-35.1978580955,-59.9282164934,4.89,4.89,0,6.1,38,38,0,0,38,38,12,37,1,0,0,0,0,0,0,,,0,4.7,4,4.1,4.1,4.1,3.7,4,3.6,4,4.7,3.7,4.1,4.1,3.6,4,4.17,-1,1,
-35.1978072985,-59.9284309412,4.89,4.89,0,6.2,38,38,0,0,38,38,12,37,1,0,0,0,0,0,0,,,0,4.1,4.9,4.7,4.1,5.2,4.1,4.1,3.8,4.3,3.7,4.1,4.5,4.1,4.1,4,3.86,-1,1,
-35.1977550171,-59.9286464857,4.89,4.89,0,6.1,38,38,0,0,38,38,12,37,31,0,0,0,0,0,0,,,0,4.1,4.9,4.7,4.1,5.2,4.1,4.1,3.8,4.3,3.7,4.1,4.5,4.1,4.1,4,4.3,-1,1,
-35.1976947926,-59.9288550503,4.89,4.89,0,6.1,38,38,0,0,38,38,12,37,31,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.96,-1,1,
-35.1976787268,-59.9288866599,4.89,4.89,0,6.2,38,38,0,0,38,38,12,37,31,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.98,-1,1,
-35.197573434,-59.9290178349,0.2445,0.2445,0,6.1,38,38,0,0,38,38,12,37,31,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.15,-1,1,
-35.1975527467,-59.9290333973,0.2445,0.2445,0,6.4,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.1,-1,1,
-35.1975335902,-59.9290327685,0.2445,0.2445,0,6.6,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9,-1,1,
-35.1975053555,-59.9290148145,0.2445,0.2445,0,6.2,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1974892092,-59.9289840116,0.2445,0.2445,0,6,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1974837673,-59.9289371792,0.2445,0.2445,0,6.1,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1974957728,-59.9288977817,0.2445,0.2445,0,6.1,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,1,
-35.1975239585,-59.92886791,0.2445,0.2445,0,6.1,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,0,-1,1,
-35.1975546213,-59.9288588282,0.2445,0.2445,0,6.2,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,0,-1,1,
-35.1976125453,-59.9288279389,0.2445,0.2445,0,6,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,0,-1,1,
-35.1976303698,-59.9287823683,0.2445,0.2445,0,6.2,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,0,-1,1,
-35.1976471745,-59.928715568,4.89,4.89,0,5.9,0,0,0,0,38,38,12,38,1,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,0,-1,1,
-35.1977005002,-59.9285019201,4.89,4.89,0,6.1,38,38,0,0,38,38,12,38,31,0,0,0,0,0,0,,,0,3.5,3.7,4.1,3.6,5.6,4.1,4.4,4.1,4,4,3.8,4.1,4.1,4.1,4,4.07,-1,1,
-35.1977476655,-59.9282871247,4.89,4.89,0,6,38,38,0,0,38,38,12,38,31,0,0,0,0,0,0,,,0,3.6,3.6,4.7,3.6,3.6,4.1,4.1,4.1,3.5,4,3.6,3.6,3.5,4.7,4,3.93,-1,1,
-35.1977973113,-59.9280749882,4.89,4.89,0,6.1,38,38,0,0,38,38,12,39,1,0,0,0,0,0,0,,,0,3.6,3.6,4.7,3.6,3.6,4.1,4.1,4.1,3.5,4,3.6,3.6,3.5,4.7,4,3.91,-1,1,
-35.1978370619,-59.9278557624,4.89,4.89,0,6.1,38,38,0,0,38,38,12,39,1,0,0,0,0,0,0,,,0,4.7,4.2,4.1,4.2,4.2,3.6,4.8,3.6,3.6,4.2,4.2,4.1,4.2,4.7,4,4.13,-1,1,
-35.1978750928,-59.9276380855,4.89,4.89,0,6.1,38,38,0,0,38,38,12,39,1,0,0,0,0,0,0,,,0,4.7,4.2,4.1,4.2,4.2,3.6,4.8,3.6,3.6,4.2,4.2,4.1,4.2,4.7,4,4.04,-1,1,
-35.1979162253,-59.9274214179,4.89,4.89,0,6.1,38,38,0,0,38,38,12,39,31,0,0,0,0,0,0,,,0,4.7,4.2,4.1,4.2,4.2,3.6,4.8,3.6,3.6,4.2,4.2,4.1,4.2,4.7,4,4.24,-1,1,
-35.1979588371,-59.927207184,4.89,4.89,0,6.2,38,38,0,0,38,38,12,39,31,0,0,0,0,0,0,,,0,3.7,3.6,3.7,4.1,4.8,3.7,3.6,4.3,4.5,4.9,3.8,3.7,3.8,3.7,4,4.23,-1,1,
-35.1980013992,-59.9269907,4.89,4.89,0,6,38,38,0,0,38,38,12,40,1,0,0,0,0,0,0,,,0,3.7,3.6,3.7,4.1,4.8,3.7,3.6,4.3,4.5,4.9,3.8,3.7,3.8,3.7,4,4.3,-1,1,
-35.1980200921,-59.9267701835,4.89,4.89,0,6.1,38,38,0,0,38,38,12,40,1,0,0,0,0,0,0,,,0,4.2,3.6,3.5,4.1,4.1,4.1,4.2,3.6,4.7,4.1,4.6,4.1,3.5,4.1,4,4.09,-1,1,
-35.1979850085,-59.9266424,4.89,4.89,0,6,38,38,0,0,38,38,12,40,1,0,0,0,0,0,0,,,0,4.2,3.6,3.5,4.1,4.1,4.1,4.2,3.6,4.7,4.1,4.6,4.1,3.5,4.1,4,3.89,-1,1,
-35.1978505629,-59.9264930432,4.89,4.89,0,6.1,38,38,0,0,38,38,12,40,31,0,0,0,0,0,0,,,0,4.2,3.6,3.5,4.1,4.1,4.1,4.2,3.6,4.7,4.1,4.6,4.1,3.5,4.1,4,4.28,-1,1,
-35.1977170843,-59.9263442317,4.89,4.89,0,6,38,38,0,0,38,38,12,40,31,0,0,0,0,0,0,,,0,4.7,5.2,4.8,4.9,5.4,4.2,4.2,4.7,4.2,5.3,4.2,4.7,4.2,4.7,4,4.26,-1,1,
-35.1975829855,-59.9261939017,4.89,4.89,0,6.1,44,44,0,0,44,44,12,40,31,0,0,0,0,0,0,,,0,4.7,5.2,4.8,4.9,5.4,4.2,4.2,4.7,4.2,5.3,4.2,4.7,4.2,4.7,4,4.68,-1,1,
-35.19744802,-59.9260481641,4.89,4.89,0,6,44,44,0,0,44,44,12,41,1,0,0,0,0,0,0,,,0,5.1,5.2,4.9,4.6,4.6,6.3,4.1,4.8,4.6,4.7,4.8,4.6,4.6,4.2,4,4.66,-1,1,
-35.1973071801,-59.9259028524,4.89,4.89,0,5.9,44,44,0,0,44,44,12,41,1,0,0,0,0,0,0,,,0,5.1,5.2,4.9,4.6,4.6,6.3,4.1,4.8,4.6,4.7,4.8,4.6,4.6,4.2,4,4.93,-1,1,
-35.197164993,-59.9257654674,4.89,4.89,0,6.2,44,44,0,0,44,44,12,41,31,0,0,0,0,0,0,,,0,5.1,5.2,4.9,4.6,4.6,6.3,4.1,4.8,4.6,4.7,4.8,4.6,4.6,4.2,4,5.03,-1,1,
